	1	allele_10_IN_NC_012469.fna	allele_11_IN_NC_014251.fna	allele_12_IN_NC_003028.fna	allele_13_IN_18.spades_contigs.fasta	allele_14_IN_47.spades_contigs.fasta	allele_15_IN_25.spades_contigs.fasta	allele_16_IN_11.spades_contigs.fasta	allele_17_IN_9.spades_contigs.fasta	allele_18_IN_30.spades_contigs.fasta	allele_19_IN_41.spades_contigs.fasta	allele_20_IN_23.spades_contigs.fasta	allele_21_IN_36.spades_contigs.fasta	allele_22_IN_43.spades_contigs.fasta	allele_23_IN_14.spades_contigs.fasta	allele_24_IN_28.spades_contigs.fasta	allele_25_IN_50.spades_contigs.fasta	allele_26_IN_22.spades_contigs.fasta	allele_27_IN_7.spades_contigs.fasta	allele_28_IN_ERR124225.fa	allele_29_IN_ERR068020.fa	allele_2_IN_NC_008533.fna	allele_30_IN_ERR068021.fa	allele_31_IN_ERR069785.fa	allele_32_IN_ERR067986.fa	allele_33_IN_ERR069829.fa	allele_34_IN_ERR069722.fa	allele_35_IN_ERR067972.fa	allele_36_IN_ERR068041.fa	allele_37_IN_ERR129057.fa	allele_38_IN_ERR124263.fa	allele_39_IN_ERR124233.fa	allele_3_IN_NC_010380.fna	allele_40_IN_ERR129049.fa	allele_41_IN_ERR067961.fa	allele_42_IN_ERR129177.fa	allele_43_IN_ERR068023.fa	allele_44_IN_ERR068009.fa	allele_45_IN_ERR069811.fa	allele_46_IN_ERR129215.fa	allele_47_IN_ERR129186.fa	allele_48_IN_ERR129207.fa	allele_49_IN_ERR068039.fa	allele_4_IN_NC_017591.fna	allele_50_IN_ERR068010.fa	allele_51_IN_ERR129064.fa	allele_52_IN_ERR069769.fa	allele_53_IN_ERR124254.fa	allele_54_IN_ERR068040.fa	allele_55_IN_ERR129052.fa	allele_56_IN_ERR069790.fa	allele_57_IN_ERR069753.fa	allele_58_IN_ERR069810.fa	allele_59_IN_ERR067984.fa	allele_5_IN_NC_012466.fna	allele_60_IN_ERR069718.fa	allele_61_IN_ERR069692.fa	allele_62_IN_ERR069758.fa	allele_63_IN_ERR069797.fa	allele_64_IN_ERR124226.fa	allele_65_IN_ERR069800.fa	allele_66_IN_ERR129210.fa	allele_67_IN_ERR129213.fa	allele_68_IN_ERR069723.fa	allele_69_IN_ERR069717.fa	allele_6_IN_NC_012467.fna	allele_70_IN_ERR129144.fa	allele_7_IN_NC_021003.fna	allele_8_IN_NC_021006.fna	allele_9_IN_NC_017769.fna
allele_19_IN_41.spades_contigs.fasta	0.0	0.0	0.690776884807	0.0	0.0	0.0	0.0	0.0	0.0	0.727498228207	0.0	0.797711332595	0.823596358118	0.802496328928	0.665986394558	0.0	0.0	0.727401630627	0.788824383164	0.795290543107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.66228430567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.799410029499	0.0	0.79963099631	0.0	0.0	0.0	0.0	0.807618314736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76604850214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
allele_20_IN_23.spades_contigs.fasta	0.0	0.0	0.778032912361	0.0	0.0	0.0	0.0	0.0	0.0	0.81396172927	0.0	1.0	0.919575113809	0.921806167401	0.722789115646	0.0	0.0	0.814250265863	0.888969521045	0.881503987847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772851030727	0.0	0.0	0.675020542317	0.0	0.0	0.0	0.661643344098	0.0	0.0	0.0	0.0	0.0	0.998525073746	0.0	0.99557195572	0.0	0.0	0.64982078853	0.0	0.895344363217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.850213980029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
allele_21_IN_36.spades_contigs.fasta	0.0	0.0	0.779946421737	0.0	0.0	0.0	0.0	0.0	0.0	0.812544294826	0.0	0.894056847545	1.0	0.912628487518	0.72619047619	0.0	0.0	0.81212336051	0.881712626996	0.891378655526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.728510307273	0.0	0.0	0.682004930156	0.0	0.0	0.0	0.665949049157	0.0	0.0	0.0	0.0	0.0	0.901179941003	0.0	0.893726937269	0.0	0.0	0.654838709677	0.0	0.900731050404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.839514978602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
allele_22_IN_43.spades_contigs.fasta	0.0	0.0	0.77573670111	0.0	0.0	0.0	0.0	0.0	0.0	0.811481218994	0.0	0.898486526394	0.917678300455	1.0	0.721428571429	0.0	0.0	0.811768876285	0.88824383164	0.879225218382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.744068455854	0.0	0.0	0.672555464256	0.0	0.0	0.0	0.659490491568	0.0	0.0	0.0	0.0	0.0	0.905973451327	0.0	0.894095940959	0.0	0.0	0.648028673835	0.0	0.892651019623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.844864479315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
allele_23_IN_14.spades_contigs.fasta	0.0	0.0	0.71144278607	0.0	0.0	0.0	0.0	0.0	0.0	0.795535081502	0.0	0.806939830196	0.839150227618	0.824155653451	1.0	0.0	0.0	0.792981212336	0.796444121916	0.787314849981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.737067288993	0.625564880568	0.0	0.617912900575	0.0	0.0	0.0	0.650520272695	0.0	0.0	0.0	0.0	0.0	0.814528023599	0.0	0.810332103321	0.0	0.0	0.639068100358	0.0	0.782223932282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83059914408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.633774834437
allele_24_IN_28.spades_contigs.fasta	0.0	0.0	0.714887102947	0.0	0.0	0.0	0.0	0.0	0.0	0.846917080085	0.0	0.84126984127	0.860394537178	0.848017621145	0.76156462585	0.0	0.0	0.850407656859	0.826923076923	0.821116597038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.717619603267	0.607488702389	0.0	0.641741988496	0.0	0.0	0.0	0.70470039469	0.0	0.0	0.0	0.0	0.0	0.848451327434	0.0	0.836900369004	0.0	0.0	0.693906810036	0.0	0.831088880339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.625496688742
allele_25_IN_50.spades_contigs.fasta	0.0	0.0	0.772292384233	0.0	0.0	0.0	0.0	0.0	0.0	0.808646350106	0.0	0.898855666298	0.917298937785	0.91483113069	0.721768707483	0.0	0.0	0.808578518256	1.0	0.877706038739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.713341112408	0.0	0.0	0.666803615448	0.0	0.0	0.0	0.658055256548	0.0	0.0	0.0	0.0	0.0	0.906342182891	0.0	0.893726937269	0.0	0.0	0.64623655914	0.0	0.887649095806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.848787446505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
allele_26_IN_22.spades_contigs.fasta	0.0	0.0	0.723689246077	0.0	0.0	0.0	0.0	0.0	0.0	0.996810772502	0.0	0.836101882614	0.86153262519	0.844346549192	0.763265306122	0.0	0.0	1.0	0.826197387518	0.833649829092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.731621936989	0.0	0.0	0.653245686113	0.0	0.0	0.0	0.705776820954	0.0	0.0	0.0	0.0	0.0	0.842551622419	0.0	0.839852398524	0.0	0.0	0.695698924731	0.0	0.839938437861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.885520684736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.612251655629
allele_27_IN_7.spades_contigs.fasta	0.0	0.0	0.788365862993	0.0	0.0	0.0	0.0	0.0	0.0	0.812544294826	0.0	0.889258028793	0.921851289833	0.911160058737	0.724489795918	0.0	0.0	0.813186813187	0.878447024673	0.889479680972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.727732399844	0.0	0.0	0.677896466721	0.0	0.0	0.0	0.663078579117	0.0	0.0	0.0	0.0	0.0	0.897123893805	0.0	0.892988929889	0.0	0.0	0.651971326165	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83487874465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
allele_28_IN_ERR124225.fa	0.749008498584	0.0	0.0	0.620122630992	0.670597282748	0.751792608935	0.756969867643	0.0	0.675159235669	0.0	0.718984420081	0.667702667703	0.0	0.872567315383	0.0	0.627483443709	0.701450099517	0.737686462145	0.0	0.669366098855	0.684210526316	0.708969210174	0.604044834308	0.0	0.0	0.741224489796	0.784496976361	0.740333051087	0.692014092777	0.743794815223	0.715262582057	0.0	0.0	0.687866354045	0.0	0.736029803087	0.0	0.75	0.699369936994	0.710956335387	0.874700079979	0.869866666667	0.71029082774	0.746458923513	0.8656	0.719298245614	0.658890469417	0.718252898355	0.0	0.696330275229	0.0	0.759813340653	0.740841990159	0.693615907902	0.734336525308	0.703542392567	0.685972850679	0.690055088431	0.675640010557	0.679659266908	1.0	0.805867836578	0.685279187817	0.0	0.699744100085	0.0	0.671770334928	0.714492753623	0.0	0.74886492622
allele_29_IN_ERR068020.fa	0.709731543624	0.0	0.0	0.669366936694	0.706998205588	0.736072807501	0.707406364404	0.0	0.0	0.0	0.603615235636	0.646982646983	0.0	0.655558517729	0.697444831591	0.0	0.795103778606	0.729524345623	0.66334944555	0.684762160709	0.717873363612	0.653547523427	0.659844054581	0.0	0.0	0.738775510204	0.723199560198	0.713393870602	0.662947739284	0.655444343342	1.0	0.621162280702	0.678433535576	0.711331444759	0.0	0.724082934609	0.0	0.695914450233	0.681306615427	0.7247129579	0.657691282325	0.656533333333	0.0	0.701449275362	0.652	0.643839309787	0.652631578947	0.709348441926	0.0	0.645215918713	0.0	0.0	0.742065781881	0.698063840921	0.688645690834	0.68453038674	0.731221719457	0.679327341258	0.681072210066	0.717088280847	0.0	0.658754537839	0.652558264131	0.645565749235	0.661643446119	0.67203985932	0.718674859738	0.0	0.0	0.0
allele_2_IN_NC_008533.fna	0.640659955257	0.0	0.0	0.726721261753	0.714175852346	0.798952013238	0.741481272881	0.0	0.0	0.0	0.626848361844	0.707588707589	0.0	0.736336976806	0.735932004689	0.625696767001	0.770090473656	0.751275127513	0.671879442707	0.739780924392	0.738712262891	0.76546184739	0.644249512671	0.0	0.0	0.711292517007	0.7135788895	0.870448772227	0.747504403993	0.714285714286	0.802242888403	0.759046052632	0.0	0.723796033994	0.0	0.648484848485	0.0	1.0	0.720010979962	0.78813559322	0.738469741402	0.7336	0.0	0.647826086957	0.7336	0.721246458924	0.745661450925	0.757886222702	0.0	0.694189602446	0.0	0.0	0.692152336988	0.665620094192	0.702872777018	0.72044198895	0.669381598793	0.665916127216	0.637899181842	0.728187919463	0.620529801325	0.702038536722	0.767479239218	0.690766550523	0.671879442707	0.0	0.762160709487	0.0	0.0	0.72304199773
allele_30_IN_ERR068021.fa	1.0	0.0	0.742678419107	0.618302999231	0.736811254396	0.722007722008	0.0	0.64953145917	0.712906784335	0.0	0.711591033352	0.601792114695	0.0	0.692	0.626604850214	0.732073207321	0.693453964875	0.77210785735	0.744384418539	0.727492609514	0.0	0.85046728972	0.0	0.659008776458	0.0	0.601914214817	0.784138508796	0.769863791146	0.697545526524	0.0	0.696054421769	0.685307017544	0.727062896711	0.775354107649	0.715193370166	0.697737556561	0.731343283582	0.697947214076	0.670813397129	0.678065722682	0.699280191949	0.698133333333	0.0	0.794782608696	0.614280588446	0.658937719062	0.706970128023	0.690371991247	0.629774986918	0.704769968953	0.0	0.690639582761	0.650950977766	0.676997061181	0.724213406293	0.757839721254	0.702153472854	0.723722842043	0.638953638954	0.772521246459	0.642419175028	0.606912267376	0.0	0.750458715596	0.0	0.0	0.701672607623	0.0	0.838164931044	0.0
allele_31_IN_ERR069785.fa	0.64485458613	0.0	0.0	0.744616317865	0.70161497052	0.785162713734	0.72458462405	0.0	0.0	0.0	0.642795013047	0.671587671588	0.0	0.699280191949	0.722157092614	0.63127090301	0.767695582757	0.771677167717	0.661927779357	0.717873363612	0.718942025114	0.749665327979	0.631822612086	0.0	0.0	0.71074829932	0.714678394722	0.735252610782	0.762184380505	0.701047986762	0.763402625821	0.750822368421	0.0	0.713597733711	0.0	0.631578947368	0.0	0.805045242665	0.715069997255	0.774193548387	0.70114636097	0.696	0.0	0.667826086957	0.694933333333	0.711331444759	0.713229018492	1.0	0.0	0.684097859327	0.0	0.0	0.685227928448	0.653584510727	0.703146374829	0.707458563536	0.645550527903	0.670419363918	0.640802322513	0.715539494063	0.62417218543	0.700921530299	0.75167425663	0.694831591173	0.660221779926	0.0	0.727492609514	0.0	0.0	0.731555051078
allele_32_IN_ERR067986.fa	0.821308724832	0.0	0.0	0.721872187219	0.68085106383	0.758687258687	0.771613629963	0.0	0.0	0.0	0.689844200808	0.633255633256	0.0	0.746734204212	0.0	0.622909698997	0.732304417243	0.853926259499	0.707989764003	0.77613544746	0.695164306706	0.694511378849	0.602095516569	0.0	0.0	0.744489795918	1.0	0.730703745743	0.716676453318	0.752344180916	0.730853391685	0.716282894737	0.0	0.735694050992	0.0	0.661538461538	0.0	0.743076501234	0.645933014354	0.696758639164	0.748600373234	0.7472	0.0	0.760579710145	0.740266666667	0.696683742249	0.666287339972	0.73342776204	0.0	0.670900366921	0.0	0.738676914631	0.748496446145	0.694139194139	0.76169630643	0.718641114983	0.691841067637	0.737315163816	0.710213776722	0.692307692308	0.63178807947	0.724099413572	0.695965802832	0.68623853211	0.706283764572	0.693728018757	0.758011049724	0.0	0.0	0.0
allele_33_IN_ERR069829.fa	0.745892351275	0.0	0.0	0.621237458194	0.675724173289	0.755929398787	0.756125035201	0.0	0.677888989991	0.0	0.714656664743	0.663558663559	0.0	0.993068515063	0.0	0.630463576159	0.699459766847	0.734590486912	0.0	0.664339569953	0.688752337697	0.707630522088	0.608674463938	0.0	0.0	0.744217687075	0.784496976361	0.739768557719	0.694362889019	0.741864313293	0.716630196937	0.0	0.0	0.693728018757	0.0	0.743214475785	0.0	0.747790055249	0.701770177018	0.709616930083	0.994934684084	0.989866666667	0.707494407159	0.743626062323	1.0	0.715460526316	0.659459459459	0.716904826099	0.0	0.693272171254	0.0	0.754048860829	0.74494259158	0.691522762951	0.732421340629	0.702090592334	0.6802413273	0.687445636416	0.674320401161	0.684047496128	0.904864283795	0.806142034549	0.689820999199	0.0	0.697753767415	0.0	0.667942583732	0.709855072464	0.0	0.745175936436
allele_34_IN_ERR069722.fa	0.0	0.0	0.701165766278	0.668033837478	0.776670574443	0.77082184225	0.680371726274	0.0	0.0	0.62253318981	0.718984420081	0.685055685056	0.0	0.745433458974	0.70818815331	0.753715498938	0.66283891547	0.734309034619	0.749068653539	0.0	0.714133048357	0.730388219545	0.62037037037	0.603118355776	0.609677419355	0.66693877551	1.0	0.736379114642	0.768937169701	0.672917815775	0.771881838074	0.707468320302	0.0	0.783836689038	0.600496277916	0.691212039774	0.0	0.761721963257	0.675542135603	0.732386820252	0.661157024793	0.6584	0.758223684211	0.0	0.652266666667	0.768115942029	0.797439544808	0.740793201133	0.738526912181	0.76883996613	0.703156098948	0.625534950071	0.759704756698	0.0	0.670861833105	0.676243093923	0.686576168929	0.77797779778	0.645552916337	0.699535363965	0.647993311037	0.714400213732	0.0	0.669113149847	0.0	0.749312809236	0.616786935055	0.658757664623	0.0	0.0
allele_35_IN_ERR067972.fa	0.660316529894	0.667246376812	0.85243104919	0.601170568562	0.663163291464	0.737175951462	0.0	0.704417670683	0.0	0.0	0.725806451613	0.0	0.0	0.703733333333	0.0	0.739854877721	0.0	0.684668466847	0.0	0.995303867403	0.0	0.0	0.0	0.673205988642	0.0	0.0	0.748213304013	0.739143730887	0.719365426696	0.643954769498	0.719455782313	0.67841163311	0.683785343335	0.0	0.749108856594	0.854137048621	0.770205575894	0.709144228206	0.656960873521	0.664974619289	0.710743801653	0.7088	0.743626062323	0.670778508772	0.0	0.0	0.6679943101	0.66270783848	0.831763474621	0.0	0.0	0.749107878122	0.706670238414	0.663905957788	0.753761969904	0.722415795587	0.662141779789	0.678214914856	0.624190624191	0.741076487252	0.644233454342	0.644657097289	0.0	1.0	0.0	0.738081725312	0.70808940926	0.685090320841	0.698283141008	0.68021450748
